umap_1;umap_2;label
9.641433;9.9665165;Basophil
-2.5761466;18.493011;Basophil
8.549791;10.395079;Basophil
9.835271;11.074798;Basophil
9.801546;11.146915;Basophil
7.887083;9.159735;Basophil
9.088294;9.5779705;Basophil
9.473254;9.456649;Basophil
8.618007;9.479328;Basophil
9.527164;10.095651;Basophil
9.454124;9.296328;Basophil
9.942906;11.229374;Basophil
9.422282;9.4355955;Basophil
9.930083;11.051791;Basophil
8.9375305;9.759097;Basophil
9.107741;9.392253;Basophil
-2.4139745;18.44219;Basophil
8.9026985;8.984162;Basophil
8.464796;10.221249;Basophil
8.468701;9.355834;Basophil
9.246239;9.581298;Basophil
8.619136;10.069108;Basophil
8.8212385;10.125278;Basophil
8.674782;10.155357;Basophil
9.564227;9.812321;Basophil
9.655216;10.739931;Basophil
8.734573;10.158212;Basophil
9.089587;10.440721;Basophil
8.676047;9.642573;Basophil
8.7985115;10.287726;Basophil
9.851607;10.683966;Basophil
9.5982485;9.937576;Basophil
9.363049;10.085695;Basophil
8.553513;10.348878;Basophil
9.879315;10.710558;Basophil
8.441218;9.336215;Basophil
8.593595;10.351297;Basophil
9.6374035;10.622179;Basophil
9.939192;11.210502;Basophil
9.302257;9.557225;Basophil
9.298069;10.254167;Basophil
9.886847;11.074173;Basophil
9.758478;10.160163;Basophil
9.072021;10.151338;Basophil
8.734408;9.8044615;Basophil
9.816145;10.784079;Basophil
8.411962;8.606093;Basophil
8.884292;10.002139;Basophil
9.108537;10.266474;Basophil
8.348238;9.853039;Basophil
9.615423;10.048295;Basophil
9.150967;9.671853;Basophil
9.799226;10.715597;Basophil
8.549871;9.463137;Basophil
8.494069;10.266507;Basophil
9.106349;9.477611;Basophil
9.062241;10.493268;Basophil
8.396036;9.684758;Basophil
9.861917;10.6038265;Basophil
8.494047;10.17351;Basophil
8.653147;9.646738;Basophil
8.884103;10.278791;Basophil
9.9546175;11.145543;Basophil
8.899156;9.926046;Basophil
9.162214;9.726269;Basophil
9.850852;11.071636;Basophil
8.822123;10.4069195;Basophil
9.833586;10.894552;Basophil
9.6676035;10.84343;Basophil
8.513605;10.101898;Basophil
8.73753;9.264531;Basophil
-2.5780218;18.351583;Basophil
9.2469;9.465476;Basophil
8.918762;9.461385;Basophil
9.516778;9.768903;Basophil
8.812233;9.3099375;Basophil
8.11922;9.736314;Basophil
7.8494296;9.334431;Basophil
9.214054;9.679756;Basophil
8.6937475;10.086024;Basophil
9.514626;9.762203;Basophil
9.727634;10.102168;Basophil
9.8802805;11.169817;Basophil
8.851456;10.360238;Basophil
9.765638;10.990474;Basophil
6.598109;8.619463;Basophil
8.447248;9.080092;Basophil
9.337569;9.9718075;Basophil
9.619533;10.677101;Basophil
-2.6372986;18.324661;Basophil
8.5947485;9.392186;Basophil
9.540566;10.591277;Basophil
9.259774;10.203916;Basophil
8.330179;9.887789;Basophil
-2.3797731;18.717155;Basophil
9.326501;9.585673;Basophil
8.736462;10.384357;Basophil
8.688045;9.178376;Basophil
8.779602;9.973597;Basophil
9.047009;9.639055;Basophil
9.379137;9.640591;Basophil
9.271613;9.520155;Basophil
9.642311;10.805966;Basophil
9.223922;10.06245;Basophil
9.775297;10.021655;Basophil
8.522378;9.728735;Basophil
8.6152315;10.312081;Basophil
9.831665;11.039454;Basophil
8.786373;10.157887;Basophil
9.045449;9.304536;Basophil
9.719794;10.805772;Basophil
9.750168;10.871386;Basophil
9.29074;9.146167;Basophil
9.140409;9.261888;Basophil
8.838042;10.314468;Basophil
9.627673;10.85053;Basophil
9.814681;11.057588;Basophil
9.815682;11.142144;Basophil
9.103339;9.183839;Basophil
9.8746805;11.116775;Basophil
9.4624405;10.613629;Basophil
9.367994;10.062141;Basophil
9.826947;10.6507845;Basophil
-2.6067607;18.369778;Basophil
-2.6019824;18.309948;Basophil
9.638439;10.520516;Basophil
8.627302;9.444477;Basophil
9.168643;10.312779;Basophil
-2.635124;18.340334;Basophil
9.531998;10.273038;Basophil
9.744901;10.552906;Basophil
8.6329;10.165544;Basophil
8.74263;9.963005;Basophil
9.709245;10.767008;Basophil
9.190341;9.661245;Basophil
8.678425;10.287198;Basophil
9.545354;10.446821;Basophil
9.18101;9.258161;Basophil
9.19201;9.581602;Basophil
9.154967;10.715519;Basophil
9.151882;9.642013;Basophil
8.549321;9.987755;Basophil
9.137755;9.827852;Basophil
9.332727;9.821423;Basophil
9.319192;9.333325;Basophil
9.84237;10.786872;Basophil
9.864832;11.0824585;Basophil
9.185488;10.265072;Basophil
9.768074;10.650744;Basophil
8.517762;10.115908;Basophil
8.759431;10.005917;Basophil
8.947012;10.213077;Basophil
8.880314;10.247403;Basophil
8.901689;9.810203;Basophil
8.74325;10.430974;Basophil
6.0999136;9.503758;Basophil
9.650485;10.036494;Basophil
8.696087;9.885775;Basophil
8.605161;9.976983;Basophil
9.888219;11.159111;Basophil
9.797175;10.6288395;Basophil
8.969258;10.268655;Basophil
8.858661;9.132584;Basophil
9.802223;10.909744;Basophil
9.43336;9.660831;Basophil
8.74411;9.215201;Basophil
9.944061;11.151184;Basophil
9.521744;9.566459;Basophil
9.220235;9.572087;Basophil
9.095497;9.984306;Basophil
9.540839;10.818162;Basophil
9.648543;10.5088215;Basophil
9.520754;9.906038;Basophil
9.018605;9.754451;Basophil
9.2534485;9.753314;Basophil
9.369468;9.627705;Basophil
9.068152;10.097564;Basophil
8.841914;10.08111;Basophil
9.874119;11.063174;Basophil
9.016083;10.088278;Basophil
9.059198;9.441058;Basophil
9.661254;10.481178;Basophil
8.722733;9.981929;Basophil
-2.6359148;18.3751;Basophil
9.301805;10.516627;Basophil
8.888766;10.118785;Basophil
7.081802;9.24155;Basophil
9.409281;10.64489;Basophil
9.83871;10.80087;Basophil
9.6846285;10.937255;Basophil
8.612875;10.4007225;Basophil
9.712967;11.14811;Basophil
9.233986;9.742462;Basophil
8.674035;10.295419;Basophil
8.574589;10.351609;Basophil
8.847746;10.293982;Basophil
8.555121;9.730203;Basophil
8.673348;9.318292;Basophil
8.962882;10.224729;Basophil
9.703532;9.967571;Basophil
9.103513;9.34178;Basophil
9.428097;9.535565;Basophil
9.169846;9.86854;Basophil
8.96746;10.055395;Basophil
9.3579035;10.520345;Basophil
8.677433;9.934197;Basophil
8.929447;9.815229;Basophil
-2.657218;18.317228;Basophil
9.020492;10.018915;Basophil
9.750856;11.02985;Basophil
9.968697;11.164305;Basophil
9.683518;10.291485;Basophil
9.462215;10.826483;Basophil
9.390251;9.358824;Basophil
8.836979;9.3209715;Basophil
8.639943;9.803102;Basophil
9.354926;10.766092;Basophil
8.576887;10.216667;Basophil
9.572908;10.0241995;Basophil
9.599705;10.769284;Basophil
9.403162;10.789489;Basophil
8.819816;10.032216;Basophil
8.975797;9.030162;Basophil
9.279653;10.10562;Basophil
9.495413;9.492538;Basophil
9.364088;9.648323;Basophil
9.541825;9.982952;Basophil
8.59989;10.350591;Basophil
8.553205;10.233394;Basophil
-2.0644982;18.123848;Basophil
9.147404;9.952391;Basophil
9.495308;9.57785;Basophil
8.663919;9.805719;Basophil
8.478224;9.993613;Basophil
8.563071;10.312871;Basophil
9.706271;10.517766;Basophil
9.46317;9.889514;Basophil
9.712584;10.9721;Basophil
8.912244;9.733622;Basophil
9.483932;9.521311;Basophil
8.9306;9.6260605;Basophil
8.537196;10.295504;Basophil
9.6100855;9.915752;Basophil
8.829399;10.334993;Basophil
9.3615;9.674826;Basophil
8.701619;9.318823;Basophil
-2.6356897;18.374195;Basophil
9.687213;10.239868;Basophil
9.568473;10.484382;Basophil
8.792362;10.076065;Basophil
8.698461;9.708967;Basophil
9.856519;10.730434;Basophil
8.737827;10.222358;Basophil
8.348968;10.07502;Basophil
8.671438;10.383501;Basophil
-2.6663013;18.420431;Basophil
8.882038;10.070317;Basophil
7.7353683;8.152286;Basophil
9.119858;10.192534;Basophil
9.182928;10.060078;Basophil
9.6069;9.652807;Basophil
9.566555;9.94774;Basophil
8.781815;9.447712;Basophil
8.848276;10.0535755;Basophil
-2.6598184;18.32491;Basophil
9.857358;10.942559;Basophil
8.677232;10.07538;Basophil
9.396264;9.910099;Basophil
8.591392;9.960775;Basophil
9.9347315;11.197801;Basophil
8.513996;10.194098;Basophil
9.29884;9.841382;Basophil
9.811232;10.957167;Basophil
9.437136;9.686354;Basophil
9.79848;10.802289;Basophil
9.550786;10.514144;Basophil
8.485163;10.148307;Basophil
9.206181;10.191587;Basophil
9.379737;9.612183;Basophil
-2.599612;18.406906;Basophil
9.052885;9.812983;Basophil
9.787472;10.7304735;Basophil
8.469105;10.152091;Basophil
8.590692;8.876285;Basophil
9.442816;9.84897;Basophil
8.362332;10.0890465;Basophil
-2.661596;18.341885;Basophil
9.042844;10.297375;Basophil
8.745931;10.073208;Basophil
9.840067;11.043568;Basophil
9.170501;9.790551;Basophil
8.879975;10.201145;Basophil
9.541463;9.6458435;Basophil
9.208452;9.847897;Basophil
9.115713;9.690108;Basophil
9.19087;9.571303;Basophil
9.258917;10.336755;Basophil
9.189049;10.052899;Basophil
9.824969;11.007576;Basophil
9.455529;9.681172;Basophil
9.894748;11.192451;Basophil
9.539683;10.136488;Basophil
9.165317;9.871569;Basophil
9.518326;9.917933;Basophil
9.706173;10.994498;Basophil
9.431692;9.76782;Basophil
8.461059;10.264887;Basophil
8.8399515;9.538923;Basophil
9.772349;10.971275;Basophil
-2.630537;18.353008;Basophil
8.586478;10.077719;Basophil
-2.6155562;18.40727;Basophil
9.342956;9.808403;Basophil
8.729432;5.6899834;Basophil
9.312789;9.283007;Basophil
9.785282;11.116439;Basophil
8.746085;10.173014;Basophil
9.355806;10.846977;Basophil
9.398379;10.448677;Basophil
9.195661;9.580285;Basophil
8.765892;10.138619;Basophil
9.7978115;10.34884;Basophil
9.367003;9.494323;Basophil
8.743109;9.376037;Basophil
9.651149;10.926467;Basophil
9.831721;11.0520525;Basophil
9.526194;9.777454;Basophil
9.345299;9.889847;Basophil
9.912077;11.223151;Basophil
9.553644;10.031378;Basophil
9.225233;10.267849;Basophil
9.389277;10.444384;Basophil
8.897631;9.83747;Basophil
9.618296;9.822305;Basophil
8.715938;10.154145;Basophil
9.618126;10.247491;Basophil
9.834835;10.58444;Basophil
8.520888;9.199096;Basophil
9.62272;10.559878;Basophil
8.893886;9.773187;Basophil
9.422608;10.030644;Basophil
9.151766;10.285292;Basophil
9.751772;10.974491;Basophil
6.9163904;9.002557;Basophil
8.632799;9.440178;Basophil
8.903525;10.198244;Basophil
8.987492;10.025206;Basophil
9.359482;9.290947;Basophil
9.357778;10.318526;Basophil
8.900958;9.799291;Basophil
9.041483;9.60604;Basophil
8.877844;10.343437;Basophil
9.275623;9.781683;Basophil
8.583129;10.275111;Basophil
9.837093;10.5269985;Basophil
8.678982;10.122445;Basophil
9.856608;10.616547;Basophil
9.737258;10.989555;Basophil
9.820595;11.0213785;Basophil
8.750441;9.665603;Basophil
9.186244;9.153836;Basophil
8.505592;10.103552;Basophil
9.751133;10.933178;Basophil
9.540102;10.664194;Basophil
9.145311;9.5878725;Basophil
9.242979;10.144956;Basophil
9.558423;9.480907;Basophil
9.488443;9.893408;Basophil
8.681491;8.91694;Basophil
-2.4550006;18.739607;Basophil
8.902975;9.433229;Basophil
8.492204;10.218276;Basophil
9.156083;9.710322;Basophil
9.34369;10.115745;Basophil
9.896076;10.65671;Basophil
9.645294;10.204064;Basophil
9.872871;10.715182;Basophil
8.769869;10.461361;Basophil
9.675572;10.758048;Basophil
9.079068;10.453962;Basophil
8.7233305;9.693532;Basophil
9.860728;10.18321;Basophil
8.828999;10.3023205;Basophil
8.678826;10.165873;Basophil
9.85125;11.18815;Basophil
8.719165;9.89506;Basophil
9.557286;10.660144;Basophil
9.6380005;9.843401;Basophil
8.999024;10.415203;Basophil
8.907057;9.536546;Basophil
9.49751;9.681853;Basophil
8.802564;9.96869;Basophil
8.84503;10.205932;Basophil
8.787335;9.1403265;Basophil
9.313321;9.909355;Basophil
9.344003;9.831944;Basophil
9.340214;9.417574;Basophil
8.595671;9.805425;Basophil
9.905332;11.13954;Basophil
9.047723;10.168425;Basophil
9.006043;9.615674;Basophil
9.590967;10.651693;Basophil
9.309028;9.684785;Basophil
9.413152;10.878765;Basophil
8.994434;9.527668;Basophil
8.529075;10.011552;Basophil
8.710446;10.02716;Basophil
8.8664255;9.803566;Basophil
8.473497;10.113296;Basophil
9.454076;9.978447;Basophil
9.436164;9.91747;Basophil
8.765506;9.857411;Basophil
9.887104;11.144005;Basophil
9.175244;9.717665;Basophil
8.817771;9.526248;Basophil
9.212727;9.831438;Basophil
9.067843;9.956493;Basophil
9.976076;11.165707;Basophil
9.790408;10.752681;Basophil
8.566371;9.019446;Basophil
8.148058;9.633978;Basophil
8.896631;10.258924;Basophil
8.624793;10.379872;Basophil
9.02241;9.370301;Basophil
8.93607;10.579261;Basophil
8.685905;10.215882;Basophil
8.427511;9.041529;Basophil
9.900071;10.952969;Basophil
9.8211975;11.061106;Basophil
9.81726;10.61851;Basophil
9.222914;10.115134;Basophil
8.480675;10.175694;Basophil
9.613954;10.613606;Basophil
6.9807777;8.64338;Basophil
8.597698;10.29869;Basophil
9.605238;9.757175;Basophil
9.1674595;9.772022;Basophil
8.616419;9.565573;Basophil
8.871926;10.034562;Basophil
9.120973;9.977573;Basophil
8.424136;9.314733;Basophil
9.446718;9.511568;Basophil
8.96868;9.958043;Basophil
9.142513;10.227703;Basophil
9.308545;10.26853;Basophil
8.894454;9.495502;Basophil
9.833169;11.211135;Basophil
9.52534;10.207721;Basophil
8.964177;9.897567;Basophil
9.406707;9.969727;Basophil
9.834576;10.77281;Basophil
9.398059;10.290543;Basophil
8.851649;9.879036;Basophil
9.048311;10.2596655;Basophil
9.400785;9.368859;Basophil
8.517945;10.120534;Basophil
8.773333;10.233089;Basophil
9.653081;9.812148;Basophil
9.184945;9.808824;Basophil
8.674413;9.512868;Basophil
9.821612;10.710978;Basophil
9.305655;9.293718;Basophil
8.818057;10.417615;Basophil
9.777501;10.625361;Basophil
8.766624;9.2523155;Basophil
9.22426;9.914128;Basophil
10.016858;11.125565;Basophil
9.205449;9.748146;Basophil
9.916714;11.073227;Basophil
9.352862;10.680822;Basophil
8.424355;10.151473;Basophil
9.892577;11.048236;Basophil
9.2020445;9.724846;Basophil
8.548045;10.271409;Basophil
8.766181;9.778842;Basophil
8.875282;9.40874;Basophil
8.778591;9.892884;Basophil
9.803959;10.669678;Basophil
8.8400345;9.900825;Basophil
8.966938;9.610026;Basophil
8.507522;10.10448;Basophil
8.545449;9.260369;Basophil
9.612483;10.897513;Basophil
8.927281;8.983732;Basophil
9.514045;10.273147;Basophil
8.946318;10.460938;Basophil
9.80681;11.06933;Basophil
2.9678524;11.869593;Basophil
8.7384615;9.888718;Basophil
9.330945;9.997302;Basophil
9.320095;9.973674;Basophil
9.642978;9.850516;Basophil
9.20266;9.126632;Basophil
9.574687;9.84095;Basophil
8.949996;9.492676;Basophil
8.87504;9.638144;Basophil
9.694482;9.784952;Basophil
9.395271;9.810589;Basophil
8.521109;10.264432;Basophil
9.1201105;10.200371;Basophil
8.612357;9.603424;Basophil
9.637677;11.009651;Basophil
8.952671;9.308335;Basophil
8.983955;9.883454;Basophil
8.556812;10.147389;Basophil
9.239114;10.193893;Basophil
9.203751;9.799513;Basophil
9.125981;9.153683;Basophil
9.294503;10.196988;Basophil
8.621745;9.891832;Basophil
11.186818;4.6677804;Basophil
8.39032;9.855526;Basophil
8.737826;9.944743;Basophil
9.431614;9.54374;Basophil
9.65389;10.93405;Basophil
9.499064;9.7391205;Basophil
9.295085;9.254039;Basophil
8.462661;9.529101;Basophil
9.2303705;10.326451;Basophil
8.866602;9.71585;Basophil
9.817251;10.95333;Basophil
8.9302225;10.252477;Basophil
9.593302;9.668468;Basophil
8.779324;10.357687;Basophil
8.616975;10.273362;Basophil
9.088193;9.654965;Basophil
9.543141;9.577318;Basophil
8.353488;9.379289;Basophil
9.7622175;10.605739;Basophil
9.613621;9.867776;Basophil
9.588122;10.304248;Basophil
9.832821;10.753601;Basophil
8.506915;9.9919405;Basophil
8.746886;9.567369;Basophil
8.60656;9.832783;Basophil
8.91598;9.951831;Basophil
8.639382;10.016879;Basophil
8.732614;10.402038;Basophil
9.938943;11.174224;Basophil
9.047783;9.529583;Basophil
8.57228;10.303826;Basophil
8.55881;9.976048;Basophil
7.9117517;8.135607;Basophil
9.126502;9.401271;Basophil
8.741521;9.931758;Basophil
9.629525;10.804447;Basophil
9.536216;10.464076;Basophil
-2.6442792;18.330975;Basophil
9.223452;9.041797;Basophil
9.799818;10.8369;Basophil
8.9804535;9.859073;Basophil
8.751393;10.189284;Basophil
9.235593;9.273897;Basophil
9.923442;11.056844;Basophil
9.054412;9.492019;Basophil
8.468644;9.977366;Basophil
9.7546215;10.975779;Basophil
9.521938;9.795612;Basophil
8.033026;9.022669;Basophil
9.35157;9.612823;Basophil
9.26293;10.056691;Basophil
9.102177;9.586021;Basophil
9.707257;10.33882;Basophil
8.95833;10.401866;Basophil
9.912081;11.16468;Basophil
9.198702;10.252044;Basophil
8.261153;9.463388;Basophil
9.178965;9.697111;Basophil
9.709312;10.895729;Basophil
9.662721;9.841647;Basophil
9.390491;10.023497;Basophil
8.45555;10.2159195;Basophil
8.680037;9.915795;Basophil
9.011474;10.132315;Basophil
9.252884;10.214399;Basophil
9.888144;11.075326;Basophil
9.210204;9.497474;Basophil
9.305507;10.222972;Basophil
-2.4209735;18.472733;Basophil
9.528309;10.090992;Basophil
9.385505;9.46845;Basophil
8.871782;9.988482;Basophil
9.816458;11.108489;Basophil
8.8323965;10.135405;Basophil
8.701647;9.576554;Basophil
9.034145;10.063099;Basophil
8.521992;9.48771;Basophil
9.076709;9.272096;Basophil
9.89797;11.172595;Basophil
9.551412;10.328016;Basophil
8.768677;8.719406;Basophil
-2.4906876;18.609306;Basophil
9.084922;9.830588;Basophil
9.955488;10.828301;Basophil
6.276468;9.125035;Basophil
9.927814;11.200446;Basophil
9.213376;10.326112;Basophil
9.827439;10.664284;Basophil
8.756086;9.269872;Basophil
9.841173;10.990689;Basophil
9.748863;11.033951;Basophil
9.850542;11.07996;Basophil
8.591761;10.347924;Basophil
8.52074;10.366669;Basophil
8.326318;9.278245;Basophil
9.301711;9.865545;Basophil
-2.5998213;18.42327;Basophil
8.509762;10.092883;Basophil
9.841654;10.958812;Basophil
8.971557;9.141985;Basophil
9.813268;11.12241;Basophil
9.457123;9.947243;Basophil
9.257129;10.163471;Basophil
8.576572;10.127636;Basophil
8.966585;9.500037;Basophil
9.713758;10.479617;Basophil
9.9060545;11.025927;Basophil
8.625951;10.1784315;Basophil
8.981261;9.263326;Basophil
9.556075;10.229346;Basophil
8.877399;10.269461;Basophil
8.942919;9.949571;Basophil
9.198875;9.199719;Basophil
9.030988;9.730573;Basophil
9.214886;9.641086;Basophil
9.273682;9.711939;Basophil
9.545998;9.464685;Basophil
9.64603;10.506285;Basophil
9.524289;10.008055;Basophil
9.270521;9.0997305;Basophil
8.960583;9.394299;Basophil
8.455649;10.010098;Basophil
-1.843795;18.808899;Basophil
9.324759;10.065866;Basophil
8.682439;9.902556;Basophil
9.144881;10.683546;Basophil
9.009048;9.099475;Basophil
9.290543;9.158038;Basophil
8.913276;9.533487;Basophil
7.977842;9.31835;Basophil
9.877702;10.743649;Basophil
9.106267;10.26628;Basophil
9.117015;9.344936;Basophil
9.471003;10.40637;Basophil
8.628941;10.209321;Basophil
8.690657;9.960867;Basophil
6.3634005;8.74838;Basophil
8.55619;9.952858;Basophil
9.388678;9.92159;Basophil
9.177804;10.2918825;Basophil
9.516;9.255306;Basophil
9.416312;9.91358;Basophil
9.9236965;11.215997;Basophil
8.66355;10.038845;Basophil
9.08164;9.9149;Basophil
9.671268;10.27037;Basophil
8.821126;10.33605;Basophil
9.690742;10.545565;Basophil
9.521175;9.999916;Basophil
8.90101;10.259066;Basophil
8.763745;10.556715;Basophil
9.517764;9.951569;Basophil
5.7737784;8.004724;Basophil
8.829411;9.941069;Basophil
8.668643;10.227495;Basophil
9.236198;9.149099;Basophil
9.912531;10.87656;Basophil
8.631204;9.829589;Basophil
9.853242;10.913178;Basophil
9.520921;10.206689;Basophil
9.261464;9.670577;Basophil
8.938731;9.734486;Basophil
8.756595;9.6991;Basophil
9.564275;9.702294;Basophil
9.056833;10.034257;Basophil
9.7991295;10.616417;Basophil
9.427347;10.136119;Basophil
9.172525;9.763759;Basophil
9.284956;10.019606;Basophil
8.876536;9.985443;Basophil
9.315123;9.772899;Basophil
9.856405;11.146088;Basophil
9.9634905;11.222113;Basophil
9.127191;9.801176;Basophil
9.338458;10.708941;Basophil
9.488346;10.143137;Basophil
9.180014;10.326885;Basophil
9.499531;10.406531;Basophil
9.317521;9.745087;Basophil
9.053022;10.273439;Basophil
9.855768;11.168761;Basophil
9.411096;10.362518;Basophil
9.208647;10.002779;Basophil
-2.5834684;18.308004;Basophil
9.804694;11.142898;Basophil
8.675212;10.120279;Basophil
-2.4297996;18.322617;Basophil
9.815648;10.527015;Basophil
8.768662;9.958675;Basophil
-2.6441298;18.344053;Basophil
9.72015;10.576178;Basophil
9.769449;11.016039;Basophil
9.593437;9.701873;Basophil
8.80497;10.39049;Basophil
8.516524;9.972023;Basophil
8.791569;10.306224;Basophil
9.688772;9.736496;Basophil
9.0786085;9.450639;Basophil
9.651216;9.957001;Basophil
9.572596;9.546975;Basophil
8.796933;10.1926985;Basophil
8.534761;10.114773;Basophil
6.7843904;8.165736;Basophil
9.164204;10.682134;Basophil
8.486644;10.165482;Basophil
9.03819;10.277461;Basophil
9.677638;10.0040455;Basophil
9.459513;9.884552;Basophil
9.133335;9.64001;Basophil
7.2581606;7.8134017;Basophil
8.917355;9.670847;Basophil
9.156507;9.734685;Basophil
9.104819;9.766848;Basophil
-2.681648;18.29455;Basophil
9.033042;9.619992;Basophil
9.276368;9.210158;Basophil
8.794907;9.82242;Basophil
9.655172;10.545518;Basophil
9.500422;9.779967;Basophil
9.639883;9.826929;Basophil
9.200535;10.089242;Basophil
8.582679;9.989232;Basophil
8.772037;9.083181;Basophil
8.832123;9.382509;Basophil
8.555199;10.331974;Basophil
9.732625;10.37251;Basophil
8.622444;10.249261;Basophil
9.585505;9.775832;Basophil
9.237691;9.562559;Basophil
9.173408;9.866141;Basophil
8.928958;10.012609;Basophil
9.485355;10.384024;Basophil
-2.6498656;18.332432;Basophil
8.585854;10.1068;Basophil
9.475786;9.777435;Basophil
9.041598;10.311584;Basophil
8.638386;10.3370075;Basophil
8.595698;9.458387;Basophil
8.981543;9.798128;Basophil
8.300767;9.116755;Basophil
8.789547;10.169522;Basophil
8.382569;9.972672;Basophil
8.751422;8.988507;Basophil
-2.3858457;18.42112;Basophil
8.520985;10.105606;Basophil
9.15452;9.691048;Basophil
-2.5241642;18.44851;Basophil
9.82106;10.627059;Basophil
9.118607;9.734297;Basophil
8.391371;9.988244;Basophil
8.933726;10.350619;Basophil
8.748177;10.331304;Basophil
9.475215;9.971676;Basophil
8.669191;9.945856;Basophil
9.852883;10.673475;Basophil
6.617843;8.71642;Basophil
9.510245;10.304292;Basophil
8.883151;9.554386;Basophil
9.078355;10.270185;Basophil
9.054252;10.216993;Basophil
9.798856;10.720732;Basophil
7.8041987;8.24225;Basophil
9.67021;10.049502;Basophil
9.638123;9.752583;Basophil
8.533386;10.047314;Basophil
9.832461;11.0457325;Basophil
9.5713825;10.801551;Basophil
8.852439;10.282603;Basophil
9.814827;11.082341;Basophil
9.107675;9.76682;Basophil
-2.4536164;18.636383;Basophil
9.706363;10.168651;Basophil
9.155876;9.871749;Basophil
8.879819;10.277525;Basophil
9.697445;10.952778;Basophil
9.080178;10.181897;Basophil
9.130554;10.22217;Basophil
9.063031;10.002366;Basophil
9.22672;10.175505;Basophil
8.708944;9.907441;Basophil
9.325962;9.304927;Basophil
8.703179;10.317367;Basophil
9.4169;9.178402;Basophil
8.466539;10.189484;Basophil
9.342971;9.412212;Basophil
8.52106;10.359306;Basophil
9.180452;10.171846;Basophil
9.715588;10.7922735;Basophil
9.066722;9.902047;Basophil
8.638154;10.179274;Basophil
9.589769;9.840213;Basophil
8.137801;9.392885;Basophil
9.14587;9.896865;Basophil
9.347208;9.482997;Basophil
8.6848545;9.64958;Basophil
8.609216;10.3435135;Basophil
9.662431;10.490855;Basophil
8.485609;10.062103;Basophil
9.801498;10.809588;Basophil
8.5461235;10.242836;Basophil
8.667982;9.899736;Basophil
